Category,Product_ID,Total_Revenue,Total_Units
Children,1351,1724.25,32
Children,15569,1723.5,18
Children,910,1717.0,35
Children,1767,1712.2,53
Children,15287,1712.0,18
Children,597,1710.0,41
Children,16299,1709.5,17
Children,181,1706.8,40
Children,15494,1702.5,18
Children,16999,1700.5,14
Children,15051,1699.5,16
Children,489,1697.2,37
Children,16015,1695.5,22
Children,2365,1692.2,45
Children,571,1692.0,37
Children,2106,1686.6499999999999,39
Children,1114,1686.3,41
Children,17259,1686.0,18
Children,14974,1686.0,16
Children,15442,1677.5,18
Children,1555,1675.75,40
Children,15598,1673.5,20
Children,15153,1672.5,11
Children,467,1664.7,43
Children,2076,1659.1,36
Children,2699,1655.75,44
Children,17002,1655.5,18
Children,16014,1647.5,19
Children,15231,1647.0,21
Children,1326,1644.7,37
Children,753,1643.2,27
Children,389,1642.2,40
Children,14997,1641.0,33
Children,16222,1638.5,30
Children,749,1635.2,39
Children,15751,1631.5,15
Children,2626,1631.35,41
Children,2388,1630.35,39
Children,15106,1619.5,28
Children,16143,1618.5,19
Children,17337,1616.0,27
Children,1893,1603.95,37
Children,17727,1603.5,21
Children,17883,1593.5,21
Children,1715,1592.8,38
Children,1534,1591.55,40
Children,15885,1587.5,24
Children,17107,1584.0,18
Children,15676,1584.0,26
Children,2543,1582.8,24
Children,624,1581.9,42
Children,2387,1581.35,59
Children,1742,1578.2,42
Children,15831,1571.5,17
Children,15599,1561.0,16
Children,698,1560.55,24
Children,16144,1556.5,28
Children,2912,1554.5,41
Children,15728,1552.0,24
Children,26,1550.65,36
Children,17547,1550.0,16
Children,16453,1543.5,21
Children,16899,1543.0,19
Children,2469,1539.3,31
Children,411,1538.2,36
Children,15053,1538.0,24
Children,1841,1536.4,36
Children,15080,1535.0,29
Children,17731,1523.5,22
Children,17316,1523.0,24
Children,16037,1523.0,20
Children,17470,1521.0,15
Children,1659,1520.8,40
Children,1508,1519.6,46
Children,1690,1519.2,48
Children,16403,1517.5,16
Children,17831,1514.0,18
Children,2963,1510.1,53
Children,334,1508.75,35
Children,16141,1507.5,23
Children,16533,1507.0,16
Children,515,1502.9,33
Children,2933,1502.5,48
Children,16921,1499.5,19
Children,17054,1496.0,18
Children,207,1495.8,30
Children,21,1494.7,37
Children,16716,1488.0,24
Children,16872,1486.0,21
Children,541,1483.0,42
Children,2314,1482.0,47
Children,987,1481.8,41
Children,17132,1481.0,15
Children,17940,1480.0,23
Children,17938,1479.5,22
Children,363,1476.8,43
Children,1663,1474.2,39
Children,2153,1473.5,42
Children,15236,1473.0,16
Children,16326,1472.5,20
Children,15803,1472.0,18
Children,17912,1468.5,26
Children,1274,1459.65,33
Children,17783,1458.5,14
Children,2521,1458.1,29
Children,17471,1457.5,22
Children,16245,1454.5,17
Children,390,1454.0,39
Children,104,1451.0,43
Children,2678,1449.55,47
Children,15415,1449.5,19
Children,542,1447.6,35
Children,2886,1447.5,38
Children,17909,1445.0,16
Children,2443,1443.8,44
Children,15283,1441.5,19
Children,17675,1440.0,14
Children,17392,1439.5,20
Children,17207,1439.0,16
Children,1222,1438.65,29
Children,676,1438.5,39
Children,15259,1437.5,12
Children,16430,1435.0,18
Children,16353,1427.5,17
Children,16557,1426.0,11
Children,182,1424.5,32
Children,15753,1423.5,20
Children,1529,1419.7,33
Children,1664,1419.15,39
Children,16039,1415.5,16
Children,16843,1413.0,25
Children,1429,1411.2,29
Children,1455,1409.25,38
Children,17519,1407.0,21
Children,2833,1407.0,28
Children,568,1406.1,40
Children,2651,1397.8,41
Children,15105,1395.5,17
Children,15205,1394.5,20
Children,702,1392.75,53
Children,16534,1390.0,13
Children,16115,1387.0,12
Children,16275,1378.5,20
Children,17261,1376.5,15
Children,1482,1369.4,39
Children,16744,1364.0,14
Children,130,1362.25,37
Children,2855,1359.15,46
Children,17886,1355.0,19
Children,2339,1354.9,37
Children,15881,1354.5,24
Children,15495,1351.5,22
Children,16973,1351.0,19
Children,1430,1349.3,43
Children,17911,1342.0,22
Children,16401,1340.5,20
Children,385,1338.3,34
Children,17237,1337.5,12
Children,16271,1336.5,21
Children,15600,1336.5,18
Children,15131,1331.0,18
Children,2340,1329.0,39
Children,16040,1328.0,11
Children,16375,1326.0,21
Children,1425,1323.8,40
Children,16661,1323.0,22
Children,255,1318.5,34
Children,17056,1317.5,20
Children,1061,1314.1,46
Children,1764,1312.75,29
Children,1091,1312.7,35
Children,16507,1312.0,16
Children,16167,1310.0,17
Children,2495,1308.2,38
Children,17576,1306.5,18
Children,16041,1306.5,17
Children,14976,1304.5,25
Children,17599,1303.5,20
Children,17523,1300.0,19
Children,16612,1300.0,21
Children,572,1299.55,45
Children,15935,1296.5,20
Children,754,1295.5,36
Children,546,1294.9,51
Children,1919,1287.75,37
Children,155,1287.0,44
Children,16765,1286.5,15
Children,15261,1286.0,18
Children,15469,1283.0,20
Children,17366,1282.5,13
Children,15858,1277.5,21
Children,16483,1276.0,16
Children,1373,1274.8,32
Children,2023,1268.8,38
Children,2054,1262.6,40
Children,17160,1258.0,30
Children,16976,1252.5,20
Children,2751,1252.5,37
Children,1352,1251.65,24
Children,16117,1251.5,11
Children,16013,1250.0,15
Children,775,1249.5,42
Children,2439,1247.0,52
Children,2673,1245.4,34
Children,16561,1243.5,17
Children,16874,1242.5,19
Children,16301,1241.0,14
Children,17602,1238.5,36
Children,1507,1233.4,31
Children,281,1233.0,31
Children,598,1225.0,42
Children,961,1222.55,30
Children,16429,1219.0,13
Children,16665,1217.0,14
Children,441,1214.8,34
Children,15001,1213.0,28
Children,16169,1209.0,21
Children,16769,1207.5,16
Children,2859,1206.75,34
Children,15000,1204.0,18
Children,646,1203.1,42
Children,14975,1201.5,22
Children,15703,1199.5,17
Children,16193,1188.5,18
Children,17445,1188.0,9
Children,16119,1185.0,17
Children,15365,1180.0,16
Children,15257,1180.0,18
Children,16197,1179.0,16
Children,2574,1177.8,53
Children,17753,1176.0,24
Children,2413,1175.2,33
Children,1612,1174.0,35
Children,285,1166.85,34
Children,2595,1163.5,31
Children,16094,1163.0,19
Children,2179,1160.7,47
Children,2808,1156.9,45
Children,15990,1156.0,27
Children,1638,1156.0,41
Children,17913,1155.0,10
Children,16405,1150.5,20
Children,15313,1143.5,14
Children,16509,1134.0,16
Children,17498,1133.5,25
Children,15366,1133.0,22
Children,16635,1132.5,13
Children,16351,1132.0,10
Children,16089,1131.0,22
Children,2803,1130.0,44
Children,17027,1126.0,9
Children,16560,1120.5,24
Children,16093,1120.5,24
Children,2548,1120.0,36
Children,15962,1115.5,28
Children,2261,1115.5,34
Children,17212,1105.5,23
Children,17935,1104.5,17
Children,16821,1104.5,22
Children,15101,1102.0,15
Children,14971,1100.0,11
Children,16817,1098.0,17
Children,2491,1095.0,32
Children,649,1090.45,32
Children,15832,1086.0,11
Children,233,1085.8,44
Children,15496,1080.0,24
Children,936,1078.9,50
Children,16146,1073.5,12
Children,15387,1072.5,20
Children,16609,1070.0,23
Children,1768,1070.0,52
Children,178,1064.15,30
Children,16016,1064.0,18
Children,15361,1063.5,19
Children,15335,1063.5,15
Children,17653,1057.5,12
Children,16847,1053.0,18
Children,442,1052.5,31
Children,1945,1048.3,24
Children,15933,1047.0,12
Children,2652,1043.4,38
Children,16638,1039.5,19
Children,17701,1034.0,12
Children,17287,1029.0,13
Children,1560,1024.0,38
Children,15181,1021.5,16
Children,17679,1013.0,16
Children,15886,1011.5,21
Children,16432,1005.0,24
Children,2028,1003.6,40
Children,15546,1001.0,14
Children,16297,995.0,21
Children,15339,994.5,16
Children,2184,994.4,46
Children,16170,993.5,13
Children,17627,990.0,24
Children,1794,986.0,37
Children,15364,984.0,9
Children,16223,981.0,14
Children,15027,979.0,16
Children,17238,974.0,23
Children,17623,973.0,16
Children,17415,972.0,15
Children,17081,971.0,14
Children,15937,970.5,14
Children,15521,970.0,16
Children,2470,967.8,40
Children,15002,965.0,19
Children,17649,959.0,16
Children,17706,958.0,9
Children,17367,952.5,13
Children,15651,951.5,31
Children,17574,951.0,15
Children,364,949.25,38
Children,15416,945.5,14
Children,645,945.4,24
Children,858,944.1,42
Children,15517,940.5,19
Children,15158,938.5,20
Children,17311,936.0,17
Children,17158,932.5,15
Children,17420,924.0,19
Children,17155,921.0,24
Children,16822,920.0,27
Children,15780,918.0,17
Children,2959,911.0,36
Children,16926,902.0,14
Children,1716,900.0,38
Children,16457,893.5,28
Children,15548,893.5,24
Children,15730,892.5,20
Children,2964,892.2,29
Children,17389,892.0,22
Children,15309,891.5,17
Children,17236,886.5,11
Children,16219,876.0,16
Children,2391,872.5,36
Children,15443,872.0,19
Children,17285,871.5,24
Children,16562,871.5,17
Children,2885,868.5,35
Children,957,867.1,43
Children,17029,867.0,18
Children,2777,866.65,21
Children,2990,866.25,49
Children,15860,860.0,17
Children,1456,854.4,42
Children,16869,853.0,10
Children,17779,844.5,17
Children,2309,840.8,28
Children,17549,838.0,19
Children,15023,837.5,12
Children,17705,834.0,17
Children,15833,834.0,15
Children,1066,831.9,46
Children,15234,827.5,22
Children,1872,825.5,55
Children,16531,825.0,16
Children,2756,819.5,31
Children,15729,819.0,15
Children,16458,814.0,16
Children,16427,810.0,22
Children,16951,804.0,18
Children,15078,803.5,12
Children,15834,799.0,21
Children,1118,794.05,45
Children,16456,793.0,18
Children,17862,792.5,19
Children,17805,792.5,17
Children,16406,790.5,20
Children,1404,789.75,52
Children,15677,787.0,26
Children,16947,784.0,17
Children,15547,781.5,11
Children,17051,778.5,13
Children,16482,777.5,10
Children,15755,777.5,19
Children,15959,768.5,21
Children,15184,763.5,23
Children,16978,760.5,14
Children,17575,758.5,20
Children,1924,746.7,51
Children,17159,746.5,14
Children,1196,746.1,37
Children,17836,743.0,27
Children,312,730.5,36
Children,16692,729.5,24
Children,17680,727.5,34
Children,17467,727.0,19
Children,15756,726.0,17
Children,15652,725.5,17
Children,15262,722.0,17
Children,2985,720.95,21
Children,15210,718.5,22
Children,2730,715.4,49
Children,17264,714.5,17
Children,17522,705.5,20
Children,17446,704.5,27
Children,15439,703.5,19
Children,17654,699.0,15
Children,1846,696.1,43
Children,15912,691.5,25
Children,650,682.75,30
Children,16795,680.5,26
Children,15725,680.5,11
Children,15183,680.0,14
Children,1950,677.75,28
Children,15340,676.0,21
Children,17289,675.0,14
Children,16379,674.5,20
Children,338,672.9,37
Children,16276,668.0,26
Children,15209,666.5,18
Children,17861,664.5,15
Children,16479,656.5,12
Children,17732,652.0,12
Children,16510,651.5,21
Children,15288,651.5,17
Children,2080,651.35,47
Children,17835,649.5,13
Children,17263,649.5,19
Children,16613,649.0,21
Children,15907,648.5,10
Children,17131,647.5,10
Children,17186,643.5,24
Children,15574,631.5,17
Children,1586,628.25,39
Children,15859,625.0,13
Children,1014,612.15,27
Children,16328,603.0,17
Children,17055,601.0,18
Children,16739,600.0,17
Children,16614,598.0,19
Children,16713,591.0,22
Children,2262,581.5,41
Children,17290,579.5,27
Children,16224,578.0,29
Children,2210,575.0,35
Children,15625,573.0,16
Children,16588,572.0,14
Children,17181,570.0,14
Children,17887,567.5,10
Children,17810,563.0,24
Children,234,563.0,38
Children,177,561.4,27
Children,468,560.6,27
Children,16583,560.5,22
Children,17368,558.5,21
Children,780,558.1,33
Children,15491,558.0,20
Children,16380,556.5,27
Children,2158,552.2,35
Children,15054,548.5,20
Children,15465,542.0,14
Children,17030,538.5,23
Children,17628,536.0,18
Children,2366,534.95,31
Children,16198,533.0,17
Children,16484,532.5,41
Children,2313,530.9,22
Children,16063,527.5,11
Children,17809,516.0,23
Children,16640,515.5,10
Children,1144,515.5,40
Children,16302,514.5,14
Children,17077,512.5,15
Children,15964,502.5,15
Children,78,501.8,33
Children,1170,497.0,37
Children,17004,489.5,20
Children,17393,482.5,14
Children,2938,473.8,41
Children,1300,466.35,36
Children,208,465.3,39
Children,17597,459.5,21
Children,17262,458.0,12
Children,16791,457.0,15
Children,15626,453.0,9
Children,494,451.9,33
Children,16536,446.5,18
Children,17758,446.0,25
Children,16068,441.5,23
Children,15417,427.5,7
Children,52,419.75,37
Children,17134,419.5,24
Children,16172,412.5,16
Children,16717,398.5,13
Children,2704,397.7,19
Children,16718,393.0,13
Children,17784,384.0,15
Children,15704,376.5,22
Children,2782,373.2,44
Children,16067,370.5,17
Children,832,367.1,36
Children,1248,362.5,31
Children,17003,350.5,14
Children,17888,345.5,14
Children,17394,344.0,11
Children,16848,339.0,20
Children,17550,325.5,15
Children,15808,322.0,23
Children,286,315.65,37
Children,17342,315.5,20
Children,16354,308.5,16
Children,15028,294.0,24
Children,2444,290.7,38
Children,17233,284.5,14
Children,15911,284.0,12
Children,15392,278.5,16
Children,2522,254.0,34
Children,16666,252.0,14
Children,17082,248.0,21
Children,16796,245.0,26
Children,16952,243.5,13
Children,15444,240.5,12
Children,16120,232.0,12
Children,15314,206.0,12
Children,17914,195.0,21
Children,17524,190.0,15
Children,17108,188.5,16
Children,15413,188.5,6
Children,16323,178.0,12
Children,15418,166.0,14
Children,15470,161.0,11
Children,15678,151.0,9
Children,15522,145.0,20
Children,16900,56.0,26
Feminine,13034,236208.95,877
Feminine,13398,230420.2,936
Feminine,13710,226262.8,848
Feminine,12280,224386.0,887
Feminine,13476,222314.45,875
Feminine,13112,220593.75,842
Feminine,14880,218845.2,867
Feminine,12072,217020.9,809
Feminine,13788,215521.45,910
Feminine,13814,211681.7,836
Feminine,13008,211643.95,839
Feminine,12982,210682.0,851
Feminine,12826,209927.25,793
Feminine,13606,209769.25,847
Feminine,14256,209321.6,863
Feminine,14074,208934.85,836
Feminine,13580,206055.5,847
Feminine,12930,205799.65,868
Feminine,13866,204172.85,899
Feminine,13216,203188.45,809
Feminine,14438,202588.9,819
Feminine,13190,200860.65,859
Feminine,12644,200496.2,888
Feminine,13944,198311.7,932
Feminine,13918,198004.7,831
Feminine,13736,197671.15,848
Feminine,14178,195868.35,878
Feminine,14230,195398.7,805
Feminine,6274,192944.75,790
Feminine,12408,192799.75,877
Feminine,12254,192799.45,853
Feminine,13138,192503.8,873
Feminine,12228,192110.7,847
Feminine,8016,191808.9,764
Feminine,13554,191331.9,797
Feminine,12098,190762.65,830
Feminine,6040,189523.4,739
Feminine,12306,189356.55,857
Feminine,8276,188740.1,816
Feminine,12800,188675.25,835
Feminine,8926,188603.3,792
Feminine,14932,188519.2,876
Feminine,13294,185048.4,857
Feminine,7938,184326.7,793
Feminine,12748,183798.8,795
Feminine,14828,181428.65,776
Feminine,7028,180851.55,786
Feminine,14646,180792.25,813
Feminine,7860,180769.9,751
Feminine,12980,179368.7,836
Feminine,14854,179104.1,847
Feminine,6092,178450.5,757
Feminine,8302,178314.05,783
Feminine,7964,177518.7,763
Feminine,14126,177480.1,853
Feminine,7600,177382.0,794
Feminine,10824,177324.75,567
Feminine,12039,176653.95,956
Feminine,13684,176525.0,849
Feminine,7782,176407.5,766
Feminine,13162,176358.95,885
Feminine,7132,175984.35,771
Feminine,7288,174984.5,787
Feminine,12618,174494.75,867
Feminine,7990,173679.8,808
Feminine,14568,173527.65,762
Feminine,14386,172861.5,801
Feminine,7470,172712.35,748
Feminine,7314,171850.5,752
Feminine,7912,171743.55,814
Feminine,8250,171522.75,774
Feminine,7704,170933.6,799
Feminine,12819,170808.65,867
Feminine,13164,170255.8,789
Feminine,8536,169193.4,727
Feminine,7418,168869.3,756
Feminine,13528,168668.1,808
Feminine,6716,168403.45,804
Feminine,14639,167940.1,918
Feminine,14802,167194.5,836
Feminine,12436,167122.85,866
Feminine,6794,166763.0,777
Feminine,7392,166603.05,786
Feminine,14202,166587.5,834
Feminine,12540,166408.9,871
Feminine,8068,166345.4,791
Feminine,14724,166263.6,886
Feminine,9368,166229.75,514
Feminine,13911,166100.76,873
Feminine,13372,165910.65,828
Feminine,6664,165086.55,761
Feminine,14308,165008.05,842
Feminine,13781,165005.6,951
Feminine,14332,164969.65,802
Feminine,14046,164116.7,832
Feminine,12611,164072.86,869
Feminine,8692,163879.15,733
Feminine,12124,163850.75,840
Feminine,13027,163443.6,897
Feminine,7652,163277.05,814
Feminine,14620,163161.5,862
Feminine,12202,162685.95,802
Feminine,14800,162406.3,872
Feminine,12410,162207.8,876
Feminine,11968,162172.35,757
Feminine,9264,161162.2,478
Feminine,8328,161104.0,829
Feminine,14795,160558.53,920
Feminine,7262,160523.1,786
Feminine,13365,160098.88,890
Feminine,13417,159943.87,886
Feminine,8354,159887.6,754
Feminine,12046,159694.4,856
Feminine,14488,159692.45,874
Feminine,11552,159500.95,496
Feminine,11838,158931.8,574
Feminine,13424,158904.05,803
Feminine,9758,158847.25,538
Feminine,13890,157970.2,805
Feminine,12741,157880.65,885
Feminine,13287,157701.97,913
Feminine,11656,157250.5,514
Feminine,14100,156980.8,820
Feminine,8120,156886.3,799
Feminine,6326,156743.2,771
Feminine,8770,156687.6,832
Feminine,6378,156458.0,766
Feminine,12384,156378.05,897
Feminine,6742,156278.25,714
Feminine,13892,156255.5,871
Feminine,14204,156243.0,778
Feminine,14566,156007.95,879
Feminine,7678,155831.35,760
Feminine,14176,155307.95,801
Feminine,12195,155227.97,884
Feminine,8458,155210.15,700
Feminine,6215,155092.87,844
Feminine,14561,155069.37,899
Feminine,6300,155001.9,796
Feminine,12956,154774.75,836
Feminine,13268,154732.75,798
Feminine,13450,154655.75,874
Feminine,7697,154529.36,827
Feminine,7444,154278.8,751
Feminine,9030,153875.1,501
Feminine,12566,153768.25,848
Feminine,8900,153735.05,767
Feminine,14048,153540.0,859
Feminine,14464,153438.45,853
Feminine,14228,153370.8,802
Feminine,14490,153279.1,814
Feminine,14334,153149.1,825
Feminine,14925,152929.2,892
Feminine,14223,152927.75,860
Feminine,14379,152439.4,862
Feminine,6820,152226.85,754
Feminine,8588,152208.1,768
Feminine,14022,152106.65,830
Feminine,6612,151998.0,716
Feminine,11084,151649.5,534
Feminine,6090,151367.1,752
Feminine,6976,151318.8,738
Feminine,7106,151310.25,781
Feminine,13313,151118.35,921
Feminine,7522,150945.25,784
Feminine,14457,150854.32,914
Feminine,14776,150792.55,864
Feminine,11214,150772.5,561
Feminine,13762,150731.15,800
Feminine,9056,150675.0,530
Feminine,6872,150529.75,798
Feminine,6891,150421.29,843
Feminine,13339,150390.65,891
Feminine,11344,150323.6,467
Feminine,9680,150278.2,514
Feminine,11110,149943.25,499
Feminine,8484,149832.0,788
Feminine,7730,149780.05,786
Feminine,6610,149698.9,780
Feminine,12845,149400.52,846
Feminine,14360,149346.7,813
Feminine,14672,148978.0,823
Feminine,6118,148742.05,813
Feminine,6222,148716.65,767
Feminine,9888,148665.55,539
Feminine,7158,148403.1,830
Feminine,14698,148089.55,855
Feminine,8763,148072.83,897
Feminine,11162,147876.7,516
Feminine,14124,147869.75,864
Feminine,13422,147858.4,805
Feminine,8406,147785.7,752
Feminine,13970,147740.9,771
Feminine,6995,147478.82,857
Feminine,13242,147458.85,831
Feminine,7593,147349.69,862
Feminine,14152,147331.8,853
Feminine,6144,147277.25,752
Feminine,12722,147211.25,794
Feminine,14431,147195.0,863
Feminine,7626,147178.5,786
Feminine,11396,147177.55,536
Feminine,14743,146766.68,921
Feminine,14906,146602.3,842
Feminine,13105,146595.52,889
Feminine,9446,146381.4,522
Feminine,14535,146376.35,861
Feminine,14275,146225.78,835
Feminine,13547,145783.32,872
Feminine,12592,145742.5,885
Feminine,13656,145719.4,823
Feminine,12824,145706.35,794
Feminine,13060,145568.2,799
Feminine,9290,145529.3,505
Feminine,8172,145455.85,775
Feminine,9524,145221.9,515
Feminine,8848,144987.15,732
Feminine,14750,144820.85,844
Feminine,13575,144567.5,937
Feminine,7052,144511.0,751
Feminine,12462,144426.05,816
Feminine,5156,144262.4,464
Feminine,14511,144049.37,956
Feminine,12455,144046.85,929
Feminine,13833,143904.3,871
Feminine,12150,143867.9,835
Feminine,13996,143802.2,784
Feminine,7078,143660.8,721
Feminine,7054,143636.65,782
Feminine,10746,143597.0,474
Feminine,13443,143416.35,898
Feminine,6014,143391.9,825
Feminine,12091,143331.99,918
Feminine,6085,143216.51,784
Feminine,12696,143079.15,775
Feminine,12015,142995.0,924
Feminine,14873,142800.5,892
Feminine,7437,142635.77,829
Feminine,9186,142592.2,532
Feminine,12117,142465.35,843
Feminine,13084,142378.95,823
Feminine,8094,142321.1,730
Feminine,6761,142319.5,841
Feminine,6508,142246.75,739
Feminine,12377,142065.8,877
Feminine,12197,142033.57,994
Feminine,7177,142025.5,894
Feminine,9654,141938.55,471
Feminine,7002,141828.0,745
Feminine,10954,141808.75,499
Feminine,8867,141542.65,809
Feminine,13183,141523.7,899
Feminine,14592,141278.35,780
Feminine,13755,141246.91,862
Feminine,12020,140963.1,797
Feminine,7489,140869.17,828
Feminine,4116,140866.85,490
Feminine,4298,140862.1,462
Feminine,8815,140428.94,869
Feminine,6969,140204.76,832
Feminine,12332,140193.1,828
Feminine,7073,140190.54,838
Feminine,11890,139673.6,511
Feminine,13812,139322.5,829
Feminine,8874,139018.45,766
Feminine,12923,138758.1,886
Feminine,8614,138710.95,766
Feminine,14459,138595.83,938
Feminine,10720,138552.7,532
Feminine,6948,138504.95,768
Feminine,6714,138352.7,763
Feminine,12488,138242.3,858
Feminine,9394,138192.45,534
Feminine,14542,138012.65,823
Feminine,10928,137792.7,557
Feminine,14282,137474.95,861
Feminine,13526,137439.8,784
Feminine,14641,137406.88,915
Feminine,6560,137403.7,686
Feminine,12148,137403.4,794
Feminine,12585,137363.01,831
Feminine,14150,137361.75,806
Feminine,5981,137340.97,812
Feminine,7340,137175.35,792
Feminine,8243,137075.97,887
Feminine,11188,136961.15,519
Feminine,10247,136942.91,719
Feminine,5078,136882.5,453
Feminine,4584,136778.3,482
Feminine,14384,136732.9,809
Feminine,7496,136718.45,765
Feminine,12200,136557.95,779
Feminine,10460,136325.3,520
Feminine,9732,136298.0,523
Feminine,12325,136190.75,897
Feminine,13266,135979.5,865
Feminine,13346,135953.25,848
Feminine,14797,135596.26,965
Feminine,9550,135580.8,521
Feminine,14069,135417.6,972
Feminine,8042,135035.0,774
Feminine,12850,134940.8,872
Feminine,14015,134889.91,928
Feminine,7574,134838.75,698
Feminine,6787,134831.8,840
Feminine,11448,134772.4,514
Feminine,12176,134221.3,851
Feminine,3518,133934.0,447
Feminine,9914,133784.75,514
Feminine,13502,133739.55,892
Feminine,14594,133619.85,842
Feminine,3596,133603.5,464
Feminine,6066,133549.15,796
Feminine,8224,133412.45,732
Feminine,14412,133080.95,850
Feminine,11706,132882.5,522
Feminine,6371,132861.5,787
Feminine,10330,132750.05,507
Feminine,6527,132653.72,753
Feminine,9340,132440.75,548
Feminine,13289,132433.52,894
Feminine,8191,132427.8,807
Feminine,13630,132301.6,833
Feminine,8430,132287.85,792
Feminine,7236,132251.1,728
Feminine,8640,132015.2,803
Feminine,11994,131989.55,868
Feminine,9004,131776.2,533
Feminine,12483,131622.14,872
Feminine,14722,131530.55,837
Feminine,6605,131464.3,809
Feminine,14483,131385.2,895
Feminine,6170,131261.5,759
Feminine,14540,131227.95,784
Feminine,13344,131046.6,876
Feminine,11370,130970.75,486
Feminine,12767,130873.19,902
Feminine,13994,130756.1,800
Feminine,14407,130672.06,911
Feminine,9985,130419.8,569
Feminine,13079,130291.94,908
Feminine,6586,130140.5,755
Feminine,8893,130093.19,848
Feminine,14748,129987.65,901
Feminine,12852,129925.2,808
Feminine,14405,129865.8,914
Feminine,10068,129845.25,506
Feminine,12743,129762.28,930
Feminine,10455,129761.08,718
Feminine,14301,129748.4,957
Feminine,7801,129444.19,766
Feminine,9966,129267.95,521
Feminine,11708,129167.25,476
Feminine,5364,129060.45,442
Feminine,6581,128987.47,893
Feminine,11857,128820.5,531
Feminine,13029,128800.19,985
Feminine,11318,128769.6,469
Feminine,12070,128754.25,818
Feminine,12358,128674.35,791
Feminine,11056,128600.95,539
Feminine,10538,128482.8,517
Feminine,9238,128207.5,486
Feminine,10975,127966.11,778
Feminine,12904,127940.45,832
Feminine,8822,127893.15,811
Feminine,11807,127812.82,724
Feminine,14251,127678.78,906
Feminine,2998,127601.3,469
Feminine,6477,127314.35,857
Feminine,14693,127249.48,866
Feminine,5676,127206.15,430
Feminine,13081,127081.45999999999,890
Feminine,7385,126806.06,811
Feminine,14072,126729.5,780
Feminine,6293,126538.8,823
Feminine,6943,126464.25,820
Feminine,5936,126375.5,476
Feminine,8196,126229.5,747
Feminine,6111,126170.05,851
Feminine,12356,125931.05,823
Feminine,6898,125916.1,778
Feminine,9184,125896.1,528
Feminine,10070,125700.1,559
Feminine,7936,125672.9,768
Feminine,12774,125326.75,876
Feminine,13495,125318.3,863
Feminine,8666,125184.3,759
Feminine,7780,125100.7,786
Feminine,10273,125066.44,749
Feminine,13658,124787.35,795
Feminine,6846,124726.45,734
Feminine,11469,124629.72,731
Feminine,14901,124617.09,934
Feminine,3804,124609.0,473
Feminine,9108,124561.0,485
Feminine,6038,124550.9,786
Feminine,3615,124506.35,513
Feminine,10018,124476.5,527
Feminine,6740,124463.45,771
Feminine,10226,124434.4,516
Feminine,7125,124386.5,838
Feminine,12590,124326.25,852
Feminine,10694,124298.0,522
Feminine,12559,124271.32,920
Feminine,12670,124252.05,771
Feminine,7229,124209.37,817
Feminine,14691,124176.11,868
Feminine,6298,124148.1,746
Feminine,8035,124140.05,813
Feminine,13552,124122.05,845
Feminine,14121,124029.76,910
Feminine,10512,123922.2,501
Feminine,7645,123730.0,867
Feminine,10895,123717.0,514
Feminine,12457,123707.45,967
Feminine,11524,123600.75,531
Feminine,12171,123492.84,911
Feminine,4220,123458.5,474
Feminine,8718,123432.15,757
Feminine,14306,123362.55,869
Feminine,9727,123265.99,766
Feminine,8269,123252.87,822
Feminine,13133,123222.79,898
Feminine,13419,123119.35,923
Feminine,12976,123055.55,1042
Feminine,11630,123047.5,550
Feminine,11604,122978.45,505
Feminine,7465,122907.03,897
Feminine,11732,122821.8,559
Feminine,14826,122781.45,776
Feminine,13632,122780.55,834
Feminine,8144,122685.6,704
Feminine,13807,122569.94,894
Feminine,13393,122525.31999999999,888
Feminine,13705,122520.97,965
Feminine,7156,122484.5,760
Feminine,11058,122385.5,503
Feminine,4636,122362.8,535
Feminine,4012,122331.0,452
Feminine,5702,122186.8,448
Feminine,14745,122168.55,872
Feminine,11240,122077.1,477
Feminine,12405,122045.65,997
Feminine,13731,121814.84,904
Feminine,7905,121813.3,887
Feminine,12174,121702.65,783
Feminine,12772,121675.7,826
Feminine,10668,121526.95,512
Feminine,14899,121397.56,838
Feminine,8087,121378.25,859
Feminine,7806,121377.9,726
Feminine,8529,121358.75,799
Feminine,6376,121259.25,742
Feminine,13861,121140.02,927
Feminine,3336,121112.8,444
Feminine,7411,121085.21,780
Feminine,12795,121028.26,958
Feminine,10850,120954.9,461
Feminine,6636,120917.95,772
Feminine,13288,120910.35,1061
Feminine,12507,120853.19,922
Feminine,8768,120744.05,857
Feminine,3466,120715.85,436
Feminine,13110,120654.55,804
Feminine,7203,120650.75,804
Feminine,3700,120603.0,465
Feminine,10195,120577.98,688
Feminine,3960,120524.55,485
Feminine,14095,120499.0,915
Feminine,14043,120438.29,913
Feminine,12798,120431.55,836
Feminine,6638,120423.8,749
Feminine,12221,120386.65,836
Feminine,12663,120253.9,869
Feminine,6950,120173.0,790
Feminine,13916,120132.85,777
Feminine,11441,120082.1,547
Feminine,12304,119902.65,792
Feminine,8685,119883.66,860
Feminine,4376,119648.25,459
Feminine,6768,119608.5,779
Feminine,13159,119510.61,937
Feminine,12065,119456.0,878
Feminine,9342,119423.75,501
Feminine,6865,119393.52,816
Feminine,6735,119391.51,851
Feminine,5988,119342.15,749
Feminine,9597,119243.3,695
Feminine,11526,119236.0,529
Feminine,14933,119223.6,941
Feminine,6347,119175.31,891
Feminine,8219,119129.88,844
